id,Formule,BG,IM,CA,a,b,c,alpha,beta,gamma
mp-22951,BaIF,4.0263,False,2505.575626485272,4.70410576,4.70410576,8.00429698,90.0,90.0,90.0
mp-22956,K2PdCl4,1.4279000000000002,False,8985.79850533279,7.05764687,7.05764687,4.09634545,90.0,90.0,90.0
mp-22958,KBrO3,3.8569,False,2573.6817875025654,5.943277140641094,5.943277140641094,8.233972751427013,90.0,90.0,120.0
mp-22964,PbClF,3.5519,False,3999.819916453935,4.10916829,4.10916829,7.23904356,90.0,90.0,90.0
mp-22975,Rb2TeCl6,2.6398,False,13033.415709574489,10.285495828691756,10.285495828691756,10.285495828691756,90.0,90.0,90.0
mp-22981,TlIO3,2.7633,False,9251.419519823958,6.301585160929237,6.301585160929237,7.966300755780654,90.0,90.0,120.0
mp-22988,CsGeCl3,2.1535,False,55949.250895280165,7.693632781449086,7.693632781449086,9.534901600706087,90.0,90.0,120.0
mp-22990,CsICl2,2.2301,False,17065.467111331178,6.367449288211168,6.367449288211168,12.43758889793637,90.0,90.0,120.0
mp-23009,Ca2BrN,2.4254,False,32204.52280927021,3.7095114065778394,3.7095114065778394,20.588636193915946,90.0,90.0,120.0
mp-23025,LaClO,4.0688,False,2171.046607815142,4.11542769,4.11542769,6.92503718,90.0,90.0,90.0
mp-23033,Sr2NCl,1.9398000000000004,False,79794.45746886307,3.8930932745441136,3.8930932745441136,21.11645839446954,90.0,90.0,120.0
mp-23040,Ca2PI,1.6997000000000004,False,146024.17633880975,4.311202296987753,4.311202296987753,22.26635316520948,90.0,90.0,120.0
mp-23046,SrIF,4.3096000000000005,False,2254.8516311319795,4.27610854,4.27610854,8.97879985,90.0,90.0,90.0
mp-23052,ZrIN,1.2172,False,44845.778132122905,3.75514487,4.11848974,9.70430948,90.0,90.0,90.0
mp-23056,Sr2BrN,1.8455,False,89361.1133267938,3.938812910281553,3.938812910281553,21.98055454407755,90.0,90.0,120.0
mp-23058,NdClO,4.766400000000001,False,1929.9370403751905,4.04899113,4.04899113,6.78904691,90.0,90.0,90.0
mp-23068,NdBrO,4.483099999999999,False,2257.6126839890403,4.02843134,4.02843134,7.89926955,90.0,90.0,90.0
mp-23070,BaBrF,4.8824,False,1375.3920345497645,4.5399233500000005,4.5399233500000005,7.49539352,90.0,90.0,90.0
mp-23072,BiBrO,2.2251,False,10758.881757173169,3.92782718,3.92782718,8.39431909,90.0,90.0,90.0
mp-23162,ZrCl2,0.8479999999999999,False,518455.6073024764,3.404810468398956,3.404810468398956,19.976781949379998,90.0,90.0,120.0
mp-23177,HgBr,2.2557,False,45959.2633679429,4.743077152573382,4.743077152573382,11.286349926373504,90.0,90.0,90.0
mp-23183,NdCl3,4.299799999999999,False,2243.1984895810565,7.474769861164252,7.474769861164252,4.24927627,90.0,90.0,120.0
mp-23202,InI,1.3412000000000002,False,313509.1466665531,4.860243728716956,12.86526409645591,4.83363636,90.0,90.0,90.0
mp-23205,MgI2,3.616200000000001,False,3466.219896135275,4.1956845299391015,4.1956845299391015,7.10572693,90.0,90.0,120.0
mp-23251,KBr,4.3224,False,1266.7664870364429,6.5890819395976505,6.5890819395976505,6.5890819395976505,90.0,90.0,90.0
mp-23268,NaI,3.5687,False,2836.6021956158675,6.43731337264115,6.43731337264115,6.43731337264115,90.0,90.0,90.0
mp-23297,BrF3,2.211,False,5370.491308069628,5.3104690967558,7.569116689334061,6.22369746,90.0,90.0,90.0
mp-23406,Cs2PtCl6,2.1146,False,24805.573921457624,10.338716168297802,10.338716168297802,10.338716168297802,90.0,90.0,90.0
mp-23465,Cs2TeCl6,2.7815000000000003,False,11466.394384937186,10.55848469859708,10.55848469859708,10.55848469859708,90.0,90.0,90.0
mp-23475,Rb2PbCl6,1.2605,False,117264.20812560157,10.277402817449191,10.277402817449191,10.277402817449191,90.0,90.0,90.0
mp-23703,LiH,2.981,False,10195.54681615706,4.017238783831899,4.017238783831899,4.017238783831899,90.0,90.0,90.0
mp-23710,MgH2,3.7097,False,2975.5267512761834,4.476694,4.476694,2.992537,90.0,90.0,90.0
mp-23737,KMgH3,2.458,False,2710.9691807088807,3.988098,3.988098,3.988098,90.0,90.0,90.0
mp-23804,Mg2FeH6,1.914,False,10452.05506345871,6.355060652974447,6.355060652974447,6.355060652974447,90.0,90.0,90.0
mp-23818,BaLiH3,2.2146,False,13394.380844517911,4.01142218,4.01142218,4.01142218,90.0,90.0,90.0
mp-23856,LiHO,4.0057,False,877.3013581358546,4.92798156,4.93579158,4.27946589,90.0,90.0,90.0
mp-23859,CaHCl,3.8394,False,2349.772304158143,3.8166786,3.8166786,6.90281062,90.0,90.0,90.0
mp-23860,SrHCl,4.044700000000001,False,1989.883674755228,4.1068944,4.1068944,6.9852223,90.0,90.0,90.0
mp-23861,BaHCl,3.4827000000000004,False,2397.33981920222,4.42149759,4.42149759,7.26851667,90.0,90.0,90.0
mp-23862,BaHI,2.8111,False,4890.688355140904,4.77580877,4.77580877,7.80022709,90.0,90.0,90.0
mp-23870,NaH,3.7666,False,3207.1602923036203,4.772843330328639,4.772843330328639,4.772843330328639,90.0,90.0,90.0
mp-23879,Ca(HO)2,4.1119,False,1026.7826242482602,6.214048862638752,3.587817131402716,4.8087733755641935,90.0,91.39530802581758,90.0
mp-23956,K2MgH4,3.4385,False,2917.012476704012,4.008934676425388,4.008934676425388,13.552924274030122,90.0,90.0,90.0
mp-24012,HoHSe,1.4981000000000004,False,58105.62950650579,3.8091576860533607,3.8091576860533607,3.88739471,90.0,90.0,120.0
mp-24066,SrHClO,4.9798,False,949.6630576606628,4.182585684111552,4.182585684111552,10.079665,90.0,90.0,120.0
mp-24084,KH,3.4331,False,3907.683687565249,5.672497599020256,5.672497599020256,5.672497599020256,90.0,90.0,90.0
mp-24204,CaHI,3.5271000000000003,False,4381.448138273883,4.02334212,4.02334212,9.34312645,90.0,90.0,90.0
mp-24292,Sr2H6Ru,2.2360999999999995,False,7386.2992146541055,7.59973554,7.59973554,7.59973554,90.0,90.0,90.0
mp-24422,CaHBr,4.1152,False,2558.1559824372616,3.837287169999999,3.837287169999999,8.27880997,90.0,90.0,90.0
mp-24423,SrHBr,3.8297,False,2640.0046030682333,4.23942733,4.23942733,7.28807182,90.0,90.0,90.0
mp-24424,BaHBr,3.2113,False,3019.510818735152,4.56529887,4.56529887,7.44013322,90.0,90.0,90.0
mp-24721,RbH,2.9163,False,6317.384331064218,6.008162523338445,6.008162523338445,6.008162523338445,90.0,90.0,90.0
mp-27193,RbIO3,2.8369,False,6785.936604435413,6.37545785328841,6.37545785328841,7.866332161879258,90.0,90.0,120.0
mp-27214,CsSnBr3,0.5984,False,307521.2405061243,5.83900561,5.83900561,5.83900561,90.0,90.0,90.0
mp-27294,Ca3AsBr3,1.6726,False,175245.94344768242,5.93247235,5.93247235,5.93247235,90.0,90.0,90.0
mp-27315,CaTiF6,4.616700000000001,False,1275.023842199445,5.824493957519114,5.824493957519114,14.343530047108455,90.0,90.0,120.0
mp-27419,LiBiF6,2.5394,False,10765.966990507368,5.062303708022986,5.062303708022986,13.996581125195702,90.0,90.0,120.0
mp-27420,NaBiF6,2.7315,False,5124.297707729901,5.274799317217799,5.274799317217799,15.290374086118062,90.0,90.0,120.0
mp-27562,Na2Pd3O4,0.4208000000000003,False,459128.7176827004,3.0548730380787337,5.465136709627562,13.120389695046924,90.0,90.0,90.0
mp-27616,ErSCl,2.9329,False,5764.415772501484,3.93668739,5.30901972,7.84006561,90.0,90.0,90.0
mp-27702,InClO,2.3645,False,5757.72049710997,3.5480108900000005,4.100010329999999,8.40576789,90.0,90.0,90.0
mp-27703,InBrO,1.9948,False,17034.61452871854,3.64760392,4.07717859,8.90792645,90.0,90.0,90.0
mp-27726,SO2,2.8368,False,2991.437238661991,5.797962936463708,6.101376890032142,5.90349217,90.0,90.0,90.0
mp-27743,BiF5,1.8138,False,73950.3195197174,6.39358828688502,6.39358828688502,4.280533447390971,90.0,90.0,90.0
mp-27827,Rb2TiCl6,2.1471,False,110193.87027241485,9.992876674236278,9.992876674236278,9.992876674236278,90.0,90.0,90.0
mp-27828,Cs2TiCl6,2.2291,False,63415.51337846289,10.348355184130735,10.348355184130735,10.348355184130735,90.0,90.0,90.0
mp-27831,Rb2ZrCl6,3.5620000000000003,False,3197.771161000452,10.21282800784718,10.21282800784718,10.21282800784718,90.0,90.0,90.0
mp-27832,Tl2SnCl6,2.4814,False,3841.479887296004,10.01779105410867,10.01779105410867,10.01779105410867,90.0,90.0,90.0
mp-27834,Tl2PtCl6,1.7373999999999998,False,36213.36499166497,9.827397080532686,9.827397080532686,9.827397080532686,90.0,90.0,90.0
mp-27839,K2TiCl6,2.0826,False,154336.6915290585,9.80903408050262,9.80903408050262,9.80903408050262,90.0,90.0,90.0
mp-27841,VBrO,1.4911,False,85262.43418066922,3.42819595,3.77685904,8.705278599999998,90.0,90.0,90.0
mp-27850,TiNCl,0.5636999999999999,False,258298.4094061602,3.26575402,3.94206289,8.09629069,90.0,90.0,90.0
mp-27869,Ba2PCl,1.2602000000000002,False,186587.9024646923,4.681180345817013,4.681180345817013,22.72599442788384,90.0,90.0,120.0
mp-27913,CoHO2,0.0,True,454139.2727359932,2.8488726017040245,2.8488726017040245,12.935226315666643,90.0,90.0,120.0
mp-27980,U(OF)2,2.1045000000000003,False,5226.076975912966,4.207837996988386,4.207837996988386,15.825001750919284,90.0,90.0,120.0
mp-28013,MnI2,1.1707999999999998,False,68097.20205499069,4.168581207450842,4.168581207450842,7.14619956,90.0,90.0,120.0
mp-28066,ThBrN,2.6396,False,5763.346572063539,4.07401477,4.07401477,8.12696051,90.0,90.0,90.0
mp-28067,ThIN,2.6859,False,7413.955691231634,4.12057337,4.12057337,9.53178002,90.0,90.0,90.0
mp-28069,Ca3AsCl3,1.8439,False,152955.13473379822,5.75617461,5.75617461,5.75617461,90.0,90.0,90.0
mp-28145,Rb2PdCl6,1.2868,False,278343.6218511205,9.935658042477437,9.935658042477437,9.935658042477437,90.0,90.0,90.0
mp-28166,K3BrO,0.8913,False,33130.80725237928,5.19026401,5.19026401,5.19026401,90.0,90.0,90.0
mp-28171,K3IO,1.0284000000000002,False,30245.933643374683,5.294230149999999,5.294230149999999,5.294230149999999,90.0,90.0,90.0
mp-28233,MnCl2,1.7925999999999995,False,2367.384380918222,3.6896847357011255,3.6896847357011255,18.22206643385314,90.0,90.0,120.0
mp-28306,MnBr2,1.5962,False,5064.581333343645,3.8714174928081713,3.8714174928081713,6.48342778,90.0,90.0,120.0
mp-28553,Ca2IN,2.3485,False,40401.43602441806,3.813155087498449,3.813155087498449,14.5364298,90.0,90.0,120.0
mp-28554,Ca2AsI,1.5566,False,183287.39021016544,4.396499437035258,4.396499437035258,22.352535001734463,90.0,90.0,120.0
mp-28572,LaBr2,0.5885000000000002,False,140041.08764159048,4.13688417574544,4.13688417574544,15.26662995,90.0,90.0,120.0
mp-28602,Na3ClO,2.0299,False,50459.25903188639,4.458716539999999,4.458716539999999,4.458716539999999,90.0,90.0,90.0
mp-28627,K4Br2O,0.9912,False,22284.67324877308,5.1425213134693735,5.1425213134693735,16.499489024321065,90.0,90.0,90.0
mp-28650,CsBr2F,1.7763,False,128779.33553027592,4.27837794,4.27837794,7.29947473,90.0,90.0,90.0
mp-28797,YHSe,1.5072,False,95285.00033793224,3.840931335792388,3.840931335792388,3.91554956,90.0,90.0,120.0
mp-28872,RbBrO3,3.9953,False,2378.1181829466414,6.187149537530214,6.187149537530214,8.046314704891248,90.0,90.0,120.0
mp-28873,CsBrO3,4.1681,False,2129.221098648708,6.487495564417428,6.487495564417428,8.212267920271843,90.0,90.0,120.0
mp-29138,KAuSe2,0.8850000000000002,False,401672.0033034605,7.76354793,7.76354793,3.6917726,90.0,90.0,90.0
mp-29241,Ca3SnO,0.0,True,408500.4266265871,4.82648645,4.82648645,4.82648645,90.0,90.0,90.0
mp-29529,NaSnP,0.5826000000000002,False,495552.5565432947,3.902264619232145,3.902264619232145,11.60116774,90.0,90.0,120.0
mp-30031,CaI2,3.8971,False,3052.9396595666235,4.528965534996328,4.528965534996328,7.20982996,90.0,90.0,120.0
mp-30034,MgBr2,4.4707,False,1598.3007790104289,3.85746933455824,3.85746933455824,6.40192218,90.0,90.0,120.0
mp-30247,Mg(HO)2,4.1797,False,809.5603382613034,5.443761582791178,3.1364833403674,4.613085206388167,90.0,90.16632192917932,90.0
mp-30250,YAgO2,2.4154,False,9174.328960145252,3.5049299066714723,3.5049299066714723,12.39250308,90.0,90.0,120.0
mp-30315,Ca3BN3,0.5682,False,139367.14711693086,3.55636632,3.55636632,8.12197555,90.0,90.0,90.0
mp-30373,RbAu,0.3698999999999999,False,241078.39579719797,4.1045935,4.1045935,4.1045935,90.0,90.0,90.0
mp-30530,TlClO4,4.5707,False,1165.9595420295084,7.530739994573287,7.530739994573287,7.530739994573287,90.0,90.0,90.0
mp-30847,TiSnPt,0.8681000000000001,False,581355.922876423,6.192660662974627,6.192660662974627,6.192660662974627,90.0,90.0,90.0
mp-3056,NaTlO2,0.6208,False,118961.1457971847,3.3685574822914277,3.3685574822914277,16.36677463147105,90.0,90.0,120.0
mp-3104,BaZrN2,0.9972000000000004,False,161738.43822509967,4.18039391,4.18039391,8.43381836,90.0,90.0,90.0
mp-3159,Al2CdSe4,2.0047,False,62152.50405227053,5.804804229696501,5.804804229696501,10.815453187868458,90.0,90.0,90.0
mp-3216,Li2ZrN2,1.5618999999999996,False,131380.10746702383,3.2783064705131717,3.2783064705131717,5.43381109,90.0,90.0,120.0
mp-3236,Pr2SO2,2.8599999999999994,False,4210.132524048283,4.007890444631411,4.007890444631411,6.87975311,90.0,90.0,120.0
mp-3277,BAsO4,4.2615,False,1445.979115960895,4.49187016357314,4.49187016357314,6.811858207054299,90.0,90.0,90.0
mp-3332,NaCrSe2,0.7807999999999997,False,329690.0740692932,3.757760781135729,3.757760781135729,20.29866218527898,90.0,90.0,120.0
mp-3524,LiPN2,3.8016,False,1588.048912681453,4.523835365493665,4.523835365493665,7.21155665623864,90.0,90.0,90.0
mp-3556,Tm2SO2,3.0973999999999995,False,3204.4495065677315,3.713912299927428,3.713912299927428,6.49250428,90.0,90.0,120.0
mp-3613,NaErS2,2.3245,False,10459.92051843615,3.930099866009032,3.930099866009032,19.764661099608315,90.0,90.0,120.0
mp-3614,KTaO3,2.0995,False,14623.16284609314,3.99488137,3.99488137,3.99488137,90.0,90.0,90.0
mp-3637,YOF,4.9203,False,1137.0528312114404,3.7957054345823833,3.7957054345823833,18.889894392767847,90.0,90.0,120.0
mp-3744,NaNbO2,1.3781,False,288854.3592331561,2.9750813216821745,2.9750813216821745,11.51547288,90.0,90.0,120.0
mp-3748,AlCuO2,1.7978000000000005,False,38925.61264564922,2.842032696097164,2.842032696097164,16.9434736760724,90.0,90.0,120.0
mp-3808,K2UO4,1.9773,False,63751.66847176948,4.327535827598024,4.327535827598024,13.245742374373451,90.0,90.0,90.0
mp-3810,Hg(AsO3)2,0.7083000000000004,False,72803.50847817081,4.874283114676318,4.874283114676318,5.04585867,90.0,90.0,120.0
mp-3834,BaZrO3,3.0377,False,3759.392184297751,4.21238715,4.21238715,4.21238715,90.0,90.0,90.0
mp-3915,BaHgO2,2.2727,False,7526.851236489025,4.160198275340768,4.160198275340768,19.508546744317712,90.0,90.0,120.0
mp-3924,LiNbO2,1.5794999999999997,False,179101.26336769355,2.92178473863483,2.92178473863483,10.45103486,90.0,90.0,120.0
mp-3927,CaAsAu,0.0,True,672204.9790067272,4.412599635527419,4.412599635527419,7.98044314,90.0,90.0,120.0
mp-3980,LiSbF6,4.933400000000001,False,588.6755853036367,5.011860444888854,5.011860444888854,13.52283820427933,90.0,90.0,120.0
mp-3992,PrSF,1.2541000000000002,False,28594.512425847865,3.98126766,3.98126766,6.9619110200000005,90.0,90.0,90.0
mp-31166,DyTlS2,1.5281999999999996,False,22186.822424989376,4.012314027525279,4.012314027525279,22.483435274581502,90.0,90.0,120.0
mp-31451,ZrCoBi,0.9771999999999998,False,854967.6178182124,6.188086214713498,6.188086214713498,6.188086214713498,90.0,90.0,90.0
mp-31454,TaSbRu,0.665,False,671593.447331277,6.158502656984395,6.158502656984395,6.158502656984395,90.0,90.0,90.0
mp-33723,BiTeBr,1.2364000000000002,False,328364.8986752837,4.309625150641084,4.309625150641084,6.80777322,90.0,90.0,120.0
mp-34337,H4NCl,4.9364,False,972.9253075483556,3.808595930000001,3.808595930000001,3.808595930000001,90.0,90.0,90.0
mp-34857,KNO2,2.5157,False,4166.664545598492,7.008438505255795,5.743129586081724,4.0603803431538985,90.0,118.0025526772003,90.0
mp-34932,CaHN,2.193,False,35565.406969751006,3.5280814324733254,3.5280814324733254,5.678068218281358,90.0,90.0,90.0
mp-35152,Sr2H5Rh,0.5802999999999998,False,161551.3701960409,5.33673458537532,5.33673458537532,7.7565849299990015,90.0,90.0,90.0
mp-35171,NbO2F,0.89,False,44178.39869008078,9.64111,5.317984,5.510522987768221,90.0,123.02756518321148,90.0
mp-36111,LiMgP,1.5391000000000004,False,26838.867330251825,5.977452437033649,5.977452437033649,5.977452437033649,90.0,90.0,90.0
mp-36526,AcOF,4.256600000000001,False,1318.1664145224283,5.947453499538033,5.947453499538033,5.947453499538033,90.0,90.0,90.0
mp-37153,AgAsF6,1.6806,False,34853.31394893337,8.3116070522449,8.3116070522449,8.3116070522449,90.0,90.0,90.0
mp-37906,LiMgN,2.2707,False,25087.883697611014,4.957088713079906,4.957088713079906,4.957088713079906,90.0,90.0,90.0
mp-4026,KCrS2,1.1644,False,310583.9219828948,3.6502725103500553,3.6502725103500553,21.25070423007936,90.0,90.0,120.0
mp-4043,NbCu3Se4,1.3604000000000005,False,347010.4366580591,5.66526997,5.66526997,5.66526997,90.0,90.0,90.0
mp-4081,TaCu3Se4,1.5980000000000003,False,246492.2524396186,5.66757839,5.66757839,5.66757839,90.0,90.0,90.0
mp-4124,CaCN2,3.5774,False,2469.341739615796,3.693055649529556,3.693055649529556,14.8163241108812,90.0,90.0,120.0
mp-4226,LiCrS2,0.6463000000000001,False,329721.7370094671,3.494303304593392,3.494303304593392,5.97137878,90.0,90.0,120.0
mp-4495,KLiTe,2.4134,False,20327.664568423246,4.83709739,4.83709739,7.7010359,90.0,90.0,90.0
mp-4519,KPrO2,3.6626,False,2771.4890227173623,3.659294705926002,3.659294705926002,18.7076171436706,90.0,90.0,120.0
mp-4524,ZnGeP2,1.1782000000000004,False,331422.095255636,5.44247719526815,5.44247719526815,10.72953379016804,90.0,90.0,90.0
mp-4555,Ca(AsO3)2,3.3115,False,2090.915583287175,4.848555640614101,4.848555640614101,5.10058609,90.0,90.0,120.0
mp-4586,LiAlTe2,2.4411,False,28863.765724129087,6.376605085897262,6.376605085897262,11.846756262533203,90.0,90.0,90.0
mp-4763,ZnSiP2,1.3641000000000003,False,88200.938563931,5.373406472892095,5.373406472892095,10.460061263583198,90.0,90.0,90.0
mp-4764,Pr2SeO2,2.1691000000000003,False,6142.996533926519,4.040834730090051,4.040834730090051,7.09884034,90.0,90.0,120.0
mp-4805,Gd2SO2,2.0194,False,10546.977500122544,3.854906083597242,3.854906083597242,6.66746081,90.0,90.0,120.0
mp-4886,NdCuO2,2.4115,False,26611.4689374925,3.743035890843022,3.743035890843022,17.017782639713786,90.0,90.0,120.0
mp-4887,BaCeN2,0.6481000000000003,False,384397.6119846148,3.680361160566633,3.680361160566633,12.677597,90.0,90.0,120.0
mp-4961,Na2HgO2,1.6474000000000002,False,36143.37149898956,3.380091645036754,3.380091645036754,13.344403586185654,90.0,90.0,90.0
mp-5020,BaTiO3,2.5087,False,10012.395070545836,5.696512242872505,5.696512242872505,7.006680998016194,90.0,90.0,120.0
mp-5077,NaLi2Sb,0.6796000000000002,False,189905.35304237847,6.795646654774678,6.795646654774678,6.795646654774678,90.0,90.0,90.0
mp-5175,NaInO2,1.9142,False,39613.2458039494,3.245754100458076,3.245754100458076,16.278379742648077,90.0,90.0,120.0
mp-5273,KPrTe2,1.2799999999999998,False,314133.4337782449,4.653260668909595,4.653260668909595,24.558539300209414,90.0,90.0,120.0
mp-5394,LaSF,1.488099999999999,False,22517.977293165768,4.04866893,4.04866893,6.96278102,90.0,90.0,90.0
mp-5459,Nd2TeO2,1.3099999999999996,False,135859.01063801005,4.060113040386236,4.060113040386236,12.922663049298585,90.0,90.0,90.0
mp-5475,NaTaN2,1.2764999999999995,False,342983.2542372014,3.1246283752831827,3.1246283752831827,16.895790765431105,90.0,90.0,120.0
mp-5488,LiInO2,1.8143,False,24264.50780068476,4.33204656,4.33204656,9.284801999999996,90.0,90.0,90.0
mp-5513,Tl3VS4,1.9554,False,305744.844692952,7.585991511383335,7.585991511383335,7.585991511383335,90.0,90.0,90.0
mp-5598,Sm2SO2,2.9166000000000003,False,3845.704682691404,3.9031168376190335,3.9031168376190335,6.73354595,90.0,90.0,120.0
mp-5621,NbCu3S4,1.6574,False,197920.1737624481,5.481253390000002,5.481253390000002,5.481253390000002,90.0,90.0,90.0
mp-5693,NaCrS2,0.9908999999999994,False,268774.29737357266,3.5732435024177183,3.5732435024177183,19.323996606753752,90.0,90.0,120.0
mp-5694,NaHoS2,2.3055000000000003,False,11078.90798146888,3.9455928805374576,3.9455928805374576,19.83584919,90.0,90.0,120.0
mp-5760,NdSF,1.2363000000000004,False,29682.82933092912,3.94220416,3.94220416,6.9293486,90.0,90.0,90.0
mp-5782,AlAgS2,1.8992,False,30561.72052394872,5.702493798080077,5.702493798080077,10.42079127095814,90.0,90.0,90.0
mp-5840,LiScO2,3.904,False,2352.490672906363,4.1897765,4.1897765,9.25297982,90.0,90.0,90.0
mp-5860,K2HgO2,2.0773,False,10816.693181468796,3.9055675294188887,3.9055675294188887,14.001863599284396,90.0,90.0,90.0
mp-5878,KZnF3,3.6954,False,596.6240163108432,4.04741679,4.04741679,4.04741679,90.0,90.0,90.0
mp-5928,Al2CdS4,2.7263,False,6829.102139150615,5.5897148331629,5.5897148331629,10.172142222730873,90.0,90.0,90.0
mp-5955,NaSbF6,4.8892,False,434.01326986911,8.269211348815512,8.269211348815512,8.269211348815512,90.0,90.0,90.0
mp-5967,TiCoSb,1.0431999999999997,False,703429.7849508929,5.856694968174344,5.856694968174344,5.856694968174344,90.0,90.0,90.0
mp-6574,Er2C(NO)2,4.0097000000000005,False,2139.263310329532,3.6911239339575816,3.6911239339575816,8.160044,90.0,90.0,120.0
mp-6867,KCaCO3F,4.3552,False,679.5683174023333,5.16420276013268,5.16420276013268,4.507312,90.0,90.0,120.0
mp-6949,InF3,4.0226,False,833.2799095148874,5.204282365849269,5.204282365849269,14.72251840346096,90.0,90.0,120.0
mp-6951,RbCdF3,3.1745,False,827.7468176966507,4.42498073,4.42498073,4.42498073,90.0,90.0,90.0
mp-6964,NaTbO2,3.8923,False,2013.632732333121,4.607097796047578,4.607097796047578,10.315548296577154,90.0,90.0,90.0
mp-6978,RbHoO2,3.6251,False,2187.863095855839,3.4557791234409887,3.4557791234409887,19.51647795359408,90.0,90.0,120.0
mp-6980,ScCuS2,0.8709000000000007,False,325841.1265580086,3.737939025693192,3.737939025693192,5.99504719,90.0,90.0,120.0
mp-7041,CaHgO2,2.125,False,9108.555119447674,3.5889344719284155,3.5889344719284155,18.783670289953964,90.0,90.0,120.0
mp-7046,RbDyS2,2.3216,False,11993.885325467534,4.059090842996397,4.059090842996397,22.957688686076207,90.0,90.0,120.0
mp-7060,LaZnPO,0.6563000000000008,False,131823.4284914608,4.045602,4.045602,8.958775,90.0,90.0,90.0
mp-7077,KAuS,2.1003000000000003,False,15457.341791662124,6.313643512264245,7.872171266671454,6.6852625,90.0,90.0,90.0
mp-7100,LaOF,4.5691,False,1527.2025506987502,4.06924407,4.06924407,5.81392154,90.0,90.0,90.0
mp-7113,CrAuS2,0.5956000000000001,False,410573.9926760999,3.541241720078718,3.541241720078718,21.32409929126661,90.0,90.0,120.0
mp-7128,Cd(AsO3)2,1.9349,False,21823.626634634704,4.853158773644379,4.853158773644379,4.89477796,90.0,90.0,120.0
mp-7173,ScSbPt,0.6440999999999999,False,676669.3804284785,6.35823467125591,6.35823467125591,6.35823467125591,90.0,90.0,90.0
mp-7233,La2SeO2,2.4067,False,8347.596784425654,4.087297832675909,4.087297832675909,7.16384495,90.0,90.0,120.0
mp-7375,KNbO3,2.2934,False,10891.93744703933,5.719298851832022,5.719298851832022,7.034617799674489,90.0,90.0,120.0
mp-7436,KCuTe,0.6037000000000003,False,105660.1624469098,4.439219515190207,4.439219515190207,10.05900949,90.0,90.0,120.0
mp-7437,KZnP,0.8395999999999999,False,372041.85720233206,4.063758328821727,4.063758328821727,10.1455352,90.0,90.0,120.0
mp-7439,K3Cu3P2,1.2892,False,316380.148244157,5.658119561005387,5.658119561005387,19.98612960033961,90.0,90.0,120.0
mp-7472,RbAuO2,1.4611,False,20636.443532558747,4.661739708455387,12.291815425932189,6.04778681,90.0,90.0,90.0
mp-7476,RbDyO2,3.6020000000000003,False,2259.284618569409,3.477229253665407,3.477229253665407,19.529432770737085,90.0,90.0,120.0
mp-7477,RbErO2,3.6429,False,2131.387129185185,3.4333866162863087,3.4333866162863087,19.487236246605637,90.0,90.0,120.0
mp-7478,RbTmO2,3.6636,False,2069.7500856603583,3.413338976353101,3.413338976353101,19.45572679790374,90.0,90.0,120.0
mp-7480,RbLuO2,3.6931,False,1974.3107036877147,3.376969158757458,3.376969158757458,19.42293686383216,90.0,90.0,120.0
mp-7482,RbHgF3,0.6454,False,7686.021355251851,4.54921913,4.54921913,4.54921913,90.0,90.0,90.0
mp-7483,KHgF3,0.6082000000000001,False,6466.890138315459,4.52986409244832,4.52986409244832,4.52986409244832,90.0,90.0,90.0
mp-7523,Th2TeN2,1.6182999999999996,False,114963.56716171245,4.105755686259103,4.105755686259103,13.176205547441128,90.0,90.0,90.0
mp-7569,KAsF6,4.8371,False,425.5842754169197,7.337638122141424,7.337638122141424,7.129751833988707,90.0,90.0,120.0
mp-7575,LiZnN,0.5187000000000004,False,86373.19003071263,4.864794373012698,4.864794373012698,4.864794373012698,90.0,90.0,90.0
mp-7608,Li2PdO2,1.1973000000000005,False,98639.5568730698,2.99161912,3.72335404,9.21584058,90.0,90.0,90.0
mp-7611,Li2CaGeO4,4.1135,False,1452.921811161148,5.159096,5.159096,6.830424,90.0,90.0,90.0
mp-7650,RbScO2,3.4523999999999995,False,2703.48628663364,3.257573900607725,3.257573900607725,12.8030981,90.0,90.0,120.0
mp-7738,LaSeF,1.7260999999999995,False,57312.831499804095,4.220763991051719,4.220763991051719,8.22761741,90.0,90.0,120.0
mp-7768,Th2SeN2,1.3591999999999995,False,27554.07512665424,4.040422289686903,4.040422289686903,7.18960449,90.0,90.0,120.0
mp-7769,Th2SN2,1.4240000000000004,False,20698.3546223314,4.018100426768371,4.018100426768371,6.95317168,90.0,90.0,120.0
mp-7801,CaGeN2,2.6621999999999995,False,6830.4352579140605,5.432632048648662,5.432632048648662,7.157884792966311,90.0,90.0,90.0
mp-7849,AlAsO4,4.2634,False,954.2831110652696,5.078091656566135,5.078091656566135,7.528159780446002,90.0,90.0,90.0
mp-7863,Rb2Sn2O3,1.2195999999999998,False,83902.74471708787,6.116072005758475,6.116072005758475,15.095677810604515,90.0,90.0,120.0
mp-7895,Rb2O2,1.7600000000000002,False,23874.58946365744,4.186799731086583,5.976776745704844,7.076612094465815,90.0,90.0,90.0
mp-7896,Cs2O2,1.6496,False,29350.10738547648,4.33370958994754,6.43736744742368,7.55766327013292,90.0,90.0,90.0
mp-7906,Al2HgS4,2.0244000000000004,False,56412.52379013178,5.575833556859672,5.575833556859672,10.245984130080153,90.0,90.0,90.0
